year,group_name,team_a,team_b,team_c,ab_pts_for_a,bc_pts_for_b,ac_pts_for_a,a_beats_b,b_beats_c,is_transitivity_triple,transitive,rank_a,rank_b,rank_c,rank_gap_ab,rank_gap_bc,rank_gap_ac
2018,Group H,Senegal,Colombia,Japan,0.0,0.0,0.5,0,0,0,,27,16,61,11,-45,-34
2018,Group H,Senegal,Colombia,Poland,0.0,1.0,1.0,0,1,0,,27,16,8,11,8,19
2018,Group H,Senegal,Japan,Colombia,0.5,1.0,0.0,0,1,0,,27,61,16,-34,45,11
2018,Group H,Senegal,Japan,Poland,0.5,0.0,1.0,0,0,0,,27,61,8,-34,53,19
2018,Group H,Senegal,Poland,Colombia,1.0,0.0,0.0,1,0,0,,27,8,16,19,-8,11
2018,Group H,Senegal,Poland,Japan,1.0,1.0,0.5,1,1,1,0,27,8,61,19,-53,-34
2022,Group A,Ecuador,Netherlands,Qatar,0.5,1.0,1.0,0,1,0,,44,8,50,36,-42,-6
2022,Group A,Ecuador,Netherlands,Senegal,0.5,1.0,0.0,0,1,0,,44,8,18,36,-10,26
2022,Group A,Ecuador,Qatar,Netherlands,1.0,0.0,0.5,1,0,0,,44,50,8,-6,42,36
2022,Group A,Ecuador,Qatar,Senegal,1.0,0.0,0.0,1,0,0,,44,50,18,-6,32,26
2022,Group A,Ecuador,Senegal,Netherlands,0.0,0.0,0.5,0,0,0,,44,18,8,26,10,36
2022,Group A,Ecuador,Senegal,Qatar,0.0,1.0,1.0,0,1,0,,44,18,50,26,-32,-6
2022,Group A,Netherlands,Ecuador,Qatar,0.5,1.0,1.0,0,1,0,,8,44,50,-36,-6,-42
2022,Group A,Netherlands,Ecuador,Senegal,0.5,0.0,1.0,0,0,0,,8,44,18,-36,26,-10
2022,Group A,Netherlands,Qatar,Ecuador,1.0,0.0,0.5,1,0,0,,8,50,44,-42,6,-36
2022,Group A,Netherlands,Qatar,Senegal,1.0,0.0,1.0,1,0,0,,8,50,18,-42,32,-10
2022,Group A,Netherlands,Senegal,Ecuador,1.0,1.0,0.5,1,1,1,0,8,18,44,-10,-26,-36
2022,Group A,Netherlands,Senegal,Qatar,1.0,1.0,1.0,1,1,1,1,8,18,50,-10,-32,-42
2022,Group A,Qatar,Ecuador,Netherlands,0.0,0.5,0.0,0,0,0,,50,44,8,6,36,42
2022,Group A,Qatar,Ecuador,Senegal,0.0,0.0,0.0,0,0,0,,50,44,18,6,26,32
2022,Group A,Qatar,Netherlands,Ecuador,0.0,0.5,0.0,0,0,0,,50,8,44,42,-36,6
2022,Group A,Qatar,Netherlands,Senegal,0.0,1.0,0.0,0,1,0,,50,8,18,42,-10,32
2022,Group A,Qatar,Senegal,Ecuador,0.0,1.0,0.0,0,1,0,,50,18,44,32,-26,6
2022,Group A,Qatar,Senegal,Netherlands,0.0,0.0,0.0,0,0,0,,50,18,8,32,10,42
2022,Group A,Senegal,Ecuador,Netherlands,1.0,0.5,0.0,1,0,0,,18,44,8,-26,36,10
2022,Group A,Senegal,Ecuador,Qatar,1.0,1.0,1.0,1,1,1,1,18,44,50,-26,-6,-32
2022,Group A,Senegal,Netherlands,Ecuador,0.0,0.5,1.0,0,0,0,,18,8,44,10,-36,-26
2022,Group A,Senegal,Netherlands,Qatar,0.0,1.0,1.0,0,1,0,,18,8,50,10,-42,-32
2022,Group A,Senegal,Qatar,Ecuador,1.0,0.0,1.0,1,0,0,,18,50,44,-32,6,-26
2022,Group A,Senegal,Qatar,Netherlands,1.0,0.0,0.0,1,0,0,,18,50,8,-32,42,10
2022,Group B,England,Iran,United States,1.0,0.0,0.5,1,0,0,,5,,,,,
2022,Group B,England,Iran,Wales,1.0,1.0,1.0,1,1,1,1,5,,19,,,-14
2022,Group B,England,United States,Iran,0.5,1.0,1.0,0,1,0,,5,,,,,
2022,Group B,England,United States,Wales,0.5,0.5,1.0,0,0,0,,5,,19,,,-14
2022,Group B,England,Wales,Iran,1.0,0.0,1.0,1,0,0,,5,19,,-14,,
2022,Group B,England,Wales,United States,1.0,0.5,0.5,1,0,0,,5,19,,-14,,
2022,Group B,Iran,England,United States,0.0,0.5,0.0,0,0,0,,,5,,,,
2022,Group B,Iran,England,Wales,0.0,1.0,1.0,0,1,0,,,5,19,,-14,
2022,Group B,Iran,United States,England,0.0,0.5,0.0,0,0,0,,,,5,,,
2022,Group B,Iran,United States,Wales,0.0,0.5,1.0,0,0,0,,,,19,,,
2022,Group B,Iran,Wales,England,1.0,0.0,0.0,1,0,0,,,19,5,,14,
2022,Group B,Iran,Wales,United States,1.0,0.5,0.0,1,0,0,,,19,,,,
2022,Group B,United States,England,Iran,0.5,1.0,1.0,0,1,0,,,5,,,,
2022,Group B,United States,England,Wales,0.5,1.0,0.5,0,1,0,,,5,19,,-14,
2022,Group B,United States,Iran,England,1.0,0.0,0.5,1,0,0,,,,5,,,
2022,Group B,United States,Iran,Wales,1.0,1.0,0.5,1,1,1,0,,,19,,,
2022,Group B,United States,Wales,England,0.5,0.0,0.5,0,0,0,,,19,5,,14,
2022,Group B,United States,Wales,Iran,0.5,0.0,1.0,0,0,0,,,19,,,,
2022,Group B,Wales,England,Iran,0.0,1.0,0.0,0,1,0,,19,5,,14,,
2022,Group B,Wales,England,United States,0.0,0.5,0.5,0,0,0,,19,5,,14,,
2022,Group B,Wales,Iran,England,0.0,0.0,0.0,0,0,0,,19,,5,,,14
2022,Group B,Wales,Iran,United States,0.0,0.0,0.5,0,0,0,,19,,,,,
2022,Group B,Wales,United States,England,0.5,0.5,0.0,0,0,0,,19,,5,,,14
2022,Group B,Wales,United States,Iran,0.5,1.0,0.0,0,1,0,,19,,,,,
2022,Group C,Argentina,Mexico,Poland,1.0,0.5,1.0,1,0,0,,3,13,26,-10,-13,-23
2022,Group C,Argentina,Mexico,Saudi Arabia,1.0,1.0,0.0,1,1,1,0,3,13,51,-10,-38,-48
2022,Group C,Argentina,Poland,Mexico,1.0,0.5,1.0,1,0,0,,3,26,13,-23,13,-10
2022,Group C,Argentina,Poland,Saudi Arabia,1.0,1.0,0.0,1,1,1,0,3,26,51,-23,-25,-48
2022,Group C,Argentina,Saudi Arabia,Mexico,0.0,0.0,1.0,0,0,0,,3,51,13,-48,38,-10
2022,Group C,Argentina,Saudi Arabia,Poland,0.0,0.0,1.0,0,0,0,,3,51,26,-48,25,-23
2022,Group C,Mexico,Argentina,Poland,0.0,1.0,0.5,0,1,0,,13,3,26,10,-23,-13
2022,Group C,Mexico,Argentina,Saudi Arabia,0.0,0.0,1.0,0,0,0,,13,3,51,10,-48,-38
2022,Group C,Mexico,Poland,Argentina,0.5,0.0,0.0,0,0,0,,13,26,3,-13,23,10
2022,Group C,Mexico,Poland,Saudi Arabia,0.5,1.0,1.0,0,1,0,,13,26,51,-13,-25,-38
2022,Group C,Mexico,Saudi Arabia,Argentina,1.0,1.0,0.0,1,1,1,0,13,51,3,-38,48,10
2022,Group C,Mexico,Saudi Arabia,Poland,1.0,0.0,0.5,1,0,0,,13,51,26,-38,25,-13
2022,Group C,Poland,Argentina,Mexico,0.0,1.0,0.5,0,1,0,,26,3,13,23,-10,13
2022,Group C,Poland,Argentina,Saudi Arabia,0.0,0.0,1.0,0,0,0,,26,3,51,23,-48,-25
2022,Group C,Poland,Mexico,Argentina,0.5,0.0,0.0,0,0,0,,26,13,3,13,10,23
2022,Group C,Poland,Mexico,Saudi Arabia,0.5,1.0,1.0,0,1,0,,26,13,51,13,-38,-25
2022,Group C,Poland,Saudi Arabia,Argentina,1.0,1.0,0.0,1,1,1,0,26,51,3,-25,48,23
2022,Group C,Poland,Saudi Arabia,Mexico,1.0,0.0,0.5,1,0,0,,26,51,13,-25,38,13
2022,Group C,Saudi Arabia,Argentina,Mexico,1.0,1.0,0.0,1,1,1,0,51,3,13,48,-10,38
2022,Group C,Saudi Arabia,Argentina,Poland,1.0,1.0,0.0,1,1,1,0,51,3,26,48,-23,25
2022,Group C,Saudi Arabia,Mexico,Argentina,0.0,0.0,1.0,0,0,0,,51,13,3,38,10,48
2022,Group C,Saudi Arabia,Mexico,Poland,0.0,0.5,0.0,0,0,0,,51,13,26,38,-13,25
2022,Group C,Saudi Arabia,Poland,Argentina,0.0,0.0,1.0,0,0,0,,51,26,3,25,23,48
2022,Group C,Saudi Arabia,Poland,Mexico,0.0,0.5,0.0,0,0,0,,51,26,13,25,13,38
2022,Group D,Australia,Denmark,France,1.0,0.0,0.0,1,0,0,,38,10,4,28,6,34
2022,Group D,Australia,Denmark,Tunisia,1.0,0.5,1.0,1,0,0,,38,10,30,28,-20,8
2022,Group D,Australia,France,Denmark,0.0,1.0,1.0,0,1,0,,38,4,10,34,-6,28
2022,Group D,Australia,France,Tunisia,0.0,0.0,1.0,0,0,0,,38,4,30,34,-26,8
2022,Group D,Australia,Tunisia,Denmark,1.0,0.5,1.0,1,0,0,,38,30,10,8,20,28
2022,Group D,Australia,Tunisia,France,1.0,1.0,0.0,1,1,1,0,38,30,4,8,26,34
2022,Group D,Denmark,Australia,France,0.0,0.0,0.0,0,0,0,,10,38,4,-28,34,6
2022,Group D,Denmark,Australia,Tunisia,0.0,1.0,0.5,0,1,0,,10,38,30,-28,8,-20
2022,Group D,Denmark,France,Australia,0.0,1.0,0.0,0,1,0,,10,4,38,6,-34,-28
2022,Group D,Denmark,France,Tunisia,0.0,0.0,0.5,0,0,0,,10,4,30,6,-26,-20
2022,Group D,Denmark,Tunisia,Australia,0.5,0.0,0.0,0,0,0,,10,30,38,-20,-8,-28
2022,Group D,Denmark,Tunisia,France,0.5,1.0,0.0,0,1,0,,10,30,4,-20,26,6
2022,Group D,France,Australia,Denmark,1.0,1.0,1.0,1,1,1,1,4,38,10,-34,28,-6
2022,Group D,France,Australia,Tunisia,1.0,1.0,0.0,1,1,1,0,4,38,30,-34,8,-26
2022,Group D,France,Denmark,Australia,1.0,0.0,1.0,1,0,0,,4,10,38,-6,-28,-34
2022,Group D,France,Denmark,Tunisia,1.0,0.5,0.0,1,0,0,,4,10,30,-6,-20,-26
2022,Group D,France,Tunisia,Australia,0.0,0.0,1.0,0,0,0,,4,30,38,-26,-8,-34
2022,Group D,France,Tunisia,Denmark,0.0,0.5,1.0,0,0,0,,4,30,10,-26,20,-6
2022,Group D,Tunisia,Australia,Denmark,0.0,1.0,0.5,0,1,0,,30,38,10,-8,28,20
2022,Group D,Tunisia,Australia,France,0.0,0.0,1.0,0,0,0,,30,38,4,-8,34,26
2022,Group D,Tunisia,Denmark,Australia,0.5,0.0,0.0,0,0,0,,30,10,38,20,-28,-8
2022,Group D,Tunisia,Denmark,France,0.5,0.0,1.0,0,0,0,,30,10,4,20,6,26
2022,Group D,Tunisia,France,Australia,1.0,1.0,0.0,1,1,1,0,30,4,38,26,-34,-8
2022,Group D,Tunisia,France,Denmark,1.0,1.0,0.5,1,1,1,0,30,4,10,26,-6,20
2022,Group E,Costa Rica,Germany,Japan,0.0,0.0,1.0,0,0,0,,31,11,24,20,-13,7
2022,Group E,Costa Rica,Germany,Spain,0.0,0.5,0.0,0,0,0,,31,11,7,20,4,24
2022,Group E,Costa Rica,Japan,Germany,1.0,1.0,0.0,1,1,1,0,31,24,11,7,13,20
2022,Group E,Costa Rica,Japan,Spain,1.0,1.0,0.0,1,1,1,0,31,24,7,7,17,24
2022,Group E,Costa Rica,Spain,Germany,0.0,0.5,0.0,0,0,0,,31,7,11,24,-4,20
2022,Group E,Costa Rica,Spain,Japan,0.0,0.0,1.0,0,0,0,,31,7,24,24,-17,7
2022,Group E,Germany,Costa Rica,Japan,1.0,1.0,0.0,1,1,1,0,11,31,24,-20,7,-13
2022,Group E,Germany,Costa Rica,Spain,1.0,0.0,0.5,1,0,0,,11,31,7,-20,24,4
2022,Group E,Germany,Japan,Costa Rica,0.0,0.0,1.0,0,0,0,,11,24,31,-13,-7,-20
2022,Group E,Germany,Japan,Spain,0.0,1.0,0.5,0,1,0,,11,24,7,-13,17,4
2022,Group E,Germany,Spain,Costa Rica,0.5,1.0,1.0,0,1,0,,11,7,31,4,-24,-20
2022,Group E,Germany,Spain,Japan,0.5,0.0,0.0,0,0,0,,11,7,24,4,-17,-13
2022,Group E,Japan,Costa Rica,Germany,0.0,0.0,1.0,0,0,0,,24,31,11,-7,20,13
2022,Group E,Japan,Costa Rica,Spain,0.0,0.0,1.0,0,0,0,,24,31,7,-7,24,17
2022,Group E,Japan,Germany,Costa Rica,1.0,1.0,0.0,1,1,1,0,24,11,31,13,-20,-7
2022,Group E,Japan,Germany,Spain,1.0,0.5,1.0,1,0,0,,24,11,7,13,4,17
2022,Group E,Japan,Spain,Costa Rica,1.0,1.0,0.0,1,1,1,0,24,7,31,17,-24,-7
2022,Group E,Japan,Spain,Germany,1.0,0.5,1.0,1,0,0,,24,7,11,17,-4,13
2022,Group E,Spain,Costa Rica,Germany,1.0,0.0,0.5,1,0,0,,7,31,11,-24,20,-4
2022,Group E,Spain,Costa Rica,Japan,1.0,1.0,0.0,1,1,1,0,7,31,24,-24,7,-17
2022,Group E,Spain,Germany,Costa Rica,0.5,1.0,1.0,0,1,0,,7,11,31,-4,-20,-24
2022,Group E,Spain,Germany,Japan,0.5,0.0,0.0,0,0,0,,7,11,24,-4,-13,-17
2022,Group E,Spain,Japan,Costa Rica,0.0,0.0,1.0,0,0,0,,7,24,31,-17,-7,-24
2022,Group E,Spain,Japan,Germany,0.0,1.0,0.5,0,1,0,,7,24,11,-17,13,-4
2022,Group F,Belgium,Canada,Croatia,1.0,0.0,0.5,1,0,0,,2,41,12,-39,29,-10
2022,Group F,Belgium,Canada,Morocco,1.0,0.0,0.0,1,0,0,,2,41,22,-39,19,-20
2022,Group F,Belgium,Croatia,Canada,0.5,1.0,1.0,0,1,0,,2,12,41,-10,-29,-39
2022,Group F,Belgium,Croatia,Morocco,0.5,0.5,0.0,0,0,0,,2,12,22,-10,-10,-20
2022,Group F,Belgium,Morocco,Canada,0.0,1.0,1.0,0,1,0,,2,22,41,-20,-19,-39
2022,Group F,Belgium,Morocco,Croatia,0.0,0.5,0.5,0,0,0,,2,22,12,-20,10,-10
2022,Group F,Canada,Belgium,Croatia,0.0,0.5,0.0,0,0,0,,41,2,12,39,-10,29
2022,Group F,Canada,Belgium,Morocco,0.0,0.0,0.0,0,0,0,,41,2,22,39,-20,19
2022,Group F,Canada,Croatia,Belgium,0.0,0.5,0.0,0,0,0,,41,12,2,29,10,39
2022,Group F,Canada,Croatia,Morocco,0.0,0.5,0.0,0,0,0,,41,12,22,29,-10,19
2022,Group F,Canada,Morocco,Belgium,0.0,1.0,0.0,0,1,0,,41,22,2,19,20,39
2022,Group F,Canada,Morocco,Croatia,0.0,0.5,0.0,0,0,0,,41,22,12,19,10,29
2022,Group F,Croatia,Belgium,Canada,0.5,1.0,1.0,0,1,0,,12,2,41,10,-39,-29
2022,Group F,Croatia,Belgium,Morocco,0.5,0.0,0.5,0,0,0,,12,2,22,10,-20,-10
2022,Group F,Croatia,Canada,Belgium,1.0,0.0,0.5,1,0,0,,12,41,2,-29,39,10
2022,Group F,Croatia,Canada,Morocco,1.0,0.0,0.5,1,0,0,,12,41,22,-29,19,-10
2022,Group F,Croatia,Morocco,Belgium,0.5,1.0,0.5,0,1,0,,12,22,2,-10,20,10
2022,Group F,Croatia,Morocco,Canada,0.5,1.0,1.0,0,1,0,,12,22,41,-10,-19,-29
2022,Group F,Morocco,Belgium,Canada,1.0,1.0,1.0,1,1,1,1,22,2,41,20,-39,-19
2022,Group F,Morocco,Belgium,Croatia,1.0,0.5,0.5,1,0,0,,22,2,12,20,-10,10
2022,Group F,Morocco,Canada,Belgium,1.0,0.0,1.0,1,0,0,,22,41,2,-19,39,20
2022,Group F,Morocco,Canada,Croatia,1.0,0.0,0.5,1,0,0,,22,41,12,-19,29,10
2022,Group F,Morocco,Croatia,Belgium,0.5,0.5,1.0,0,0,0,,22,12,2,10,10,20
2022,Group F,Morocco,Croatia,Canada,0.5,1.0,1.0,0,1,0,,22,12,41,10,-29,-19
2022,Group G,Brazil,Cameroon,Serbia,0.0,0.5,1.0,0,0,0,,1,43,21,-42,22,-20
2022,Group G,Brazil,Cameroon,Switzerland,0.0,0.0,1.0,0,0,0,,1,43,15,-42,28,-14
2022,Group G,Brazil,Serbia,Cameroon,1.0,0.5,0.0,1,0,0,,1,21,43,-20,-22,-42
2022,Group G,Brazil,Serbia,Switzerland,1.0,0.0,1.0,1,0,0,,1,21,15,-20,6,-14
2022,Group G,Brazil,Switzerland,Cameroon,1.0,1.0,0.0,1,1,1,0,1,15,43,-14,-28,-42
2022,Group G,Brazil,Switzerland,Serbia,1.0,1.0,1.0,1,1,1,1,1,15,21,-14,-6,-20
2022,Group G,Cameroon,Brazil,Serbia,1.0,1.0,0.5,1,1,1,0,43,1,21,42,-20,22
2022,Group G,Cameroon,Brazil,Switzerland,1.0,1.0,0.0,1,1,1,0,43,1,15,42,-14,28
2022,Group G,Cameroon,Serbia,Brazil,0.5,0.0,1.0,0,0,0,,43,21,1,22,20,42
2022,Group G,Cameroon,Serbia,Switzerland,0.5,0.0,0.0,0,0,0,,43,21,15,22,6,28
2022,Group G,Cameroon,Switzerland,Brazil,0.0,0.0,1.0,0,0,0,,43,15,1,28,14,42
2022,Group G,Cameroon,Switzerland,Serbia,0.0,1.0,0.5,0,1,0,,43,15,21,28,-6,22
2022,Group G,Serbia,Brazil,Cameroon,0.0,0.0,0.5,0,0,0,,21,1,43,20,-42,-22
2022,Group G,Serbia,Brazil,Switzerland,0.0,1.0,0.0,0,1,0,,21,1,15,20,-14,6
2022,Group G,Serbia,Cameroon,Brazil,0.5,1.0,0.0,0,1,0,,21,43,1,-22,42,20
2022,Group G,Serbia,Cameroon,Switzerland,0.5,0.0,0.0,0,0,0,,21,43,15,-22,28,6
2022,Group G,Serbia,Switzerland,Brazil,0.0,0.0,0.0,0,0,0,,21,15,1,6,14,20
2022,Group G,Serbia,Switzerland,Cameroon,0.0,1.0,0.5,0,1,0,,21,15,43,6,-28,-22
2022,Group G,Switzerland,Brazil,Cameroon,0.0,0.0,1.0,0,0,0,,15,1,43,14,-42,-28
2022,Group G,Switzerland,Brazil,Serbia,0.0,1.0,1.0,0,1,0,,15,1,21,14,-20,-6
2022,Group G,Switzerland,Cameroon,Brazil,1.0,1.0,0.0,1,1,1,0,15,43,1,-28,42,14
2022,Group G,Switzerland,Cameroon,Serbia,1.0,0.5,1.0,1,0,0,,15,43,21,-28,22,-6
2022,Group G,Switzerland,Serbia,Brazil,1.0,0.0,0.0,1,0,0,,15,21,1,-6,20,14
2022,Group G,Switzerland,Serbia,Cameroon,1.0,0.5,1.0,1,0,0,,15,21,43,-6,-22,-28
2022,Group H,Ghana,Portugal,South Korea,0.0,0.0,1.0,0,0,0,,61,9,,52,,
2022,Group H,Ghana,Portugal,Uruguay,0.0,1.0,0.0,0,1,0,,61,9,14,52,-5,47
2022,Group H,Ghana,South Korea,Portugal,1.0,1.0,0.0,1,1,1,0,61,,9,,,52
2022,Group H,Ghana,South Korea,Uruguay,1.0,0.5,0.0,1,0,0,,61,,14,,,47
2022,Group H,Ghana,Uruguay,Portugal,0.0,0.0,0.0,0,0,0,,61,14,9,47,5,52
2022,Group H,Ghana,Uruguay,South Korea,0.0,0.5,1.0,0,0,0,,61,14,,47,,
2022,Group H,Portugal,Ghana,South Korea,1.0,1.0,0.0,1,1,1,0,9,61,,-52,,
2022,Group H,Portugal,Ghana,Uruguay,1.0,0.0,1.0,1,0,0,,9,61,14,-52,47,-5
2022,Group H,Portugal,South Korea,Ghana,0.0,0.0,1.0,0,0,0,,9,,61,,,-52
2022,Group H,Portugal,South Korea,Uruguay,0.0,0.5,1.0,0,0,0,,9,,14,,,-5
2022,Group H,Portugal,Uruguay,Ghana,1.0,1.0,1.0,1,1,1,1,9,14,61,-5,-47,-52
2022,Group H,Portugal,Uruguay,South Korea,1.0,0.5,0.0,1,0,0,,9,14,,-5,,
2022,Group H,South Korea,Ghana,Portugal,0.0,0.0,1.0,0,0,0,,,61,9,,52,
2022,Group H,South Korea,Ghana,Uruguay,0.0,0.0,0.5,0,0,0,,,61,14,,47,
2022,Group H,South Korea,Portugal,Ghana,1.0,1.0,0.0,1,1,1,0,,9,61,,-52,
2022,Group H,South Korea,Portugal,Uruguay,1.0,1.0,0.5,1,1,1,0,,9,14,,-5,
2022,Group H,South Korea,Uruguay,Ghana,0.5,1.0,0.0,0,1,0,,,14,61,,-47,
2022,Group H,South Korea,Uruguay,Portugal,0.5,0.0,1.0,0,0,0,,,14,9,,5,
2022,Group H,Uruguay,Ghana,Portugal,1.0,0.0,0.0,1,0,0,,14,61,9,-47,52,5
2022,Group H,Uruguay,Ghana,South Korea,1.0,1.0,0.5,1,1,1,0,14,61,,-47,,
2022,Group H,Uruguay,Portugal,Ghana,0.0,1.0,1.0,0,1,0,,14,9,61,5,-52,-47
2022,Group H,Uruguay,Portugal,South Korea,0.0,0.0,0.5,0,0,0,,14,9,,5,,
2022,Group H,Uruguay,South Korea,Ghana,0.5,0.0,1.0,0,0,0,,14,,61,,,-47
2022,Group H,Uruguay,South Korea,Portugal,0.5,1.0,0.0,0,1,0,,14,,9,,,5
